S0,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Pengembangan aplikasi Computer Based Test (CBT) untuk Sekolah Menengah Atas (SMA) ,"Perkembangan teknologi informasi membuat banyak aspek mengalami perubahan, seperti penerapan Ujian Nasional (UN) bagi siswa Sekolah Menengah Atas (SMA). Sebelumnya, UN diselenggarakan dengan menggunakan media kertas, saat ini beralih menggunakan media komputer. Hal ini memang membawa banyak dampak positif bagi perkembangan dunia pendidikan. Adanya peralihan media ujian ini membuat banyak muncul berbagai aplikasi Ujian Berbasis Komputer (UBK) atau Computer Based Test (CBT), tapi barulah sebatas siswa mengerjakan soal, setelah selesai muncullah hasil ujiannya. Dengan menerapkan ilmu statistik pada aplikasi UBK, pihak sekolah tidak hanya bisa mengetahui hasil akhir dari ujian siswa, tetapi juga dapat melihat berapa jumlah soal yang sulit untuk dikerjakan, pilihan opsi jawaban apa yang banyak dipilih siswa. Dengan adanya perhitungan secara statistik ini, dapat membantu pihak sekolah dalam menganalisa kemampuan para siswa, sehingga bisa mengambil keputusan untuk meningkatkan kemampuan siswa dengan lebih efektif.The development of information technology makes many aspects of the changes, such as the implementation of national examinations for high school students. Previous national exam held using paper media now switched to using computer media. It does bring a lot of positive impact on the development of education. Their intermediate exams media makes many emerging various applications of the computer-based exam, but then the extent of the students do the problems, after completion comes to the test results. By applying the science of statistics on the application of computer-based test not only the school can determine the outcome of the exam students but could see a calculation of how the amount of matter that is difficult to do, choice answer options selected what many students. Given the statistical calculation can help the school in analyzing the ability of the students, so they can make decisions to improve students ability to more effectively."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Perencanaan strategis sistem informasi menggunakan Enterprise Architecture Planning pada PT. Karya Cipta Buana Sentosa Maumere ,"Teknologi informasi semakin lama semakin maju dan setiap saat selalu ada perkembangannya yang berpengaruh terhadap berbagai aspek kehidupan. Salah satu diantaranya adalah aspek perekonomian yang berdampak positif bagi perusahaan. Oleh karena itu, setiap perusahaan berusaha untuk menerapkan teknologi informasi dengan tujuan meningkatkan efektifitas dalam proses bisnis, agar perusahan mampu memberikan nilai tambah yaitu berupa keunggulan dalam persaingan bisnis. Enterprise Architecture Planning (EAP) merupakan suatu metode pendekatan dalam perencanaan kualitas data yang berorientasi pada kebutuhan bisnis, perencanaan ini terdiri dari arsitektur data, aplikasi dan infrastruktur teknologi. Tujuan dari penelitian ini untuk menghasilkan proses bisnis perusahaan agar berjalan lebih efektif. Pemodelan bisnis yang digunakan pada penelitian menggunakan analisis value chain. Penggunaan value chain untuk mengetahui jenis-jenis kegiatan serta aktifitas yang ada dalam perusahaan, usulan atau rekomendasi sistem informasi tersebut ditunjukan untuk manager perusahaan terkait sesuai dengan visinya. Hasil dari penelitian ini untuk meningkatkan penyelarasan bisnis dan teknologi informasi pada perusahaan.Information technology is getting more advanced and always have a developing affects to various aspects of life. One of them is the aspect of economy that positively impacts the company. As the results, each company attempts to apply the information technology to improve the effectiveness in the business processing, so that company can give the added value such as the predominance in business competition. Enterprise Architecture Planning or EAP is a method of data quality planning approach that is oriented to business needs consisting of data architecture, application and technology infrastructure. The purpose of this study is to produce business processes of the company to run it more effectively. Business modeling that applied in this research is value chain analysis. The used of value chain is to know the type of activities that exist within the company. The proposed information system is addressed to the manager of related company in accordance with its vision."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Performance measurement of JP soft application using COBIT 5 framework ,"PT. XYZ Gold merupakan jenis perusahaan yang berfokus pada bidang perdagangan dan importir produk tinta, kertas, serta ribbon printer cartridge dan sudah melakukan implementasi suatu tipe sistem aplikasi yang digunakan untuk kegiatan operasional perusahaan seperti penjualan, marketing, dan inventori perusahaan. Masalah yang pernah terjadi yaitu ketidaksamaan antara data yang satu dengan data yang dihasilkan oleh aplikasi yang digunakan. Dalam artikel penulisan ini, penulis melakukan audit pada aplikasi JP Soft untuk mengetahui prosedur yang berjalan, apakah sudah sesuai dengan proses bisnis dan juga melihat akurasi data pada bagian transaksi dan inventori. Dan masalah yang ada salah satunya yaitu limit order konsumen di sistem aplikasi dimana para konsumen dibatasi pesanannya karena beberapa faktor yang sebenarnya belum terjadi limit. Penulis melakukan analisis dan memilih untuk menggunakan framework COBIT 5 dalam penelitian ini. Metode yang digunakan penulis dalam proses pengumpulan data yaitu dengan dilakukannya metode wawancara dan observasi langsung di bagian perusahaan yang bersangkutan. Pada penelitian ini, domain yang dipilih yaitu domain Deliver Service and Support (DSS) dengan berfokus pada IT Proses DSS01 dan DSS03. Berdasarkan penelitian ini, penulis menemukan bahwa pada IT Proses DSS01 berada pada nilai 1.8 dan DSS03 nilai rata-ratanya 2.2. Penulis menarik kesimpulan bahwa dari hasil tingkat capability level ini yaitu PT. XYZ Gold masih harus banyak melakukan perbaikan untuk meningkatkan capability level yang ada karena masih cukup jauh dari expected level yang diharapkan oleh perusahaan ini.PT. XYZ Gold is a company that focuses on trading and importing ink, paper, and ribbon printer cartridge products and has implemented a type of application system used for company operations such as sales, marketing, and inventory. The problem that ever happened is not matched between one data with data generated by the application used. In this writing article, the authors audit the JP Soft application to find out what procedures are running whether they are in accordance with the business process and also look at the accuracy of the data on the transaction and inventory sections. And the problem is one of them is the consumers limit order in the application system where consumers are limited orders due to several factors that actually have not happened limit. The author analyzed and chose to use the COBIT 5 framework in this study. The method used by the author in the process of data collection is by interview and direct observation in the company concerned. In this study, the selected domain is Deliver Service and Support (DSS) domain by focusing on IT Processes DSS01 and DSS03. Based on this research, the authors found that in the IT Processes DSS01 is in the value of 1.8 and DSS03 the average value 2.2. The author concludes that from the level of capability level is PT. XYZ Gold still has a lot of improvements to improve the capability of the existing level because it is still quite far from expected levels expected by this company."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Regresi linier berbasis clustering untuk deteksi dan  estimasi halangan pada smart wheelchair ,Penelitian ini bertujuan untuk mengusulkan sebuah pendekatan dalam mendeteksi halangan dan memperkirakan jarak halangan untuk diterapkan pada kursi roda pintar (smart wheelchair) yang dilengkapi kamera dan line laser. Kamera menangkap sinar line laser yang jatuh di depan kursi roda untuk mengenali adanya halangan pada lintasan berdasarkan bentuk citra line laser tersebut. Estimasi jarak halangan dihitung dari hasil Regresi Linier. Metode Regresi Linier yang digunakan dalam penelitian ini adalah model bertingkat dengan k-Means clustering. Metode Regresi Linier model bertingkat digunakan untuk merepresentasikan korelasi antara jarak line laser pada citra dan jarak halangan secara aktual. Hasil metode Regresi Linier model bertingkat dengan k-Means clustering yang diujicobakan memberikan hasil yang lebih baik dengan RMSE sebesar 3.541 cm dibanding dengan Regresi Liner sederhana dengan RMSE sebesar 5.367 cm.This research aim to propose a new approach to detect obstacles and to estimate the distance of the obstacle which is in this case applied to smart wheelchair equipped with camera and line laser. The camera capture the image of line laser reflected in front of the wheelchair to detect any existing obstacle on the wheelchairs pathway based on the line shape of reflected line laser. Obstacles distance is estimated using Linier Regression. Linier Regression method used in this research is stepwise model using k-Means clustering. Linear Regression method with stepwise model will be used to represent the correlation between the distance of the line laser in the image and the actual distance of the obstacle in real world. The result of Linear Regression with stepwise model using k-Means clustering gave better result with RMSE of 3.541 cm than simple Linear Regression with RMSE of 5.367 cm.
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Klasifikasi jenis kejadian menggunakan kombinasi NeuroNER dan Recurrent Convolutional Neural Network pada data Twitter ,"Sistem deteksi kejadian dari data Twitter bertujuan untuk mendapatkan data secara real-time sebagai alternatif sistem deteksi kejadian yang murah. Penelitian tentang sistem deteksi kejadian telah dilakukan sebelumnya. Salah satu modul utama dari sistem deteksi kejadian adalah modul klasifikasi jenis kejadian. Informasi dapat diklasifikasikan sebagai kejadian penting jika memiliki entitas yang merepresentasikan di mana lokasi kejadian terjadi. Beberapa penelitian sebelumnya masih memanfaatkan fitur buatan tangan, maupun fitur model berbasis pipeline seperti n-gram sebagai penentuan fitur kunci klasifikasi yang tidak efektif dengan performa kurang optimal. Oleh karena itu, diusulkan penggabungan metode Neuro Named Entity Recognition (NeuroNER) dan klasifier Recurrent Convolutional Neural Network (RCNN) yang diharapkan dapat melakukan deteksi kejadian secara efektif dan optimal. Pertama, sistem melakukan pengenalan entitas bernama pada data tweet untuk mengenali entitas lokasi yang terdapat dalam teks tweet, karena informasi kejadian haruslah memiliki minimal satu entitas lokasi. Kedua, jika tweet terdeteksi memiliki entitas lokasi maka akan dilakukan proses klasifikasi kejadian menggunakan klasifier RCNN. Berdasarkan hasil uji coba, disimpulkan bahwa sistem deteksi kejadian menggunakan penggabungan NeuroNER dan RCNN bekerja dengan sangat baik dengan nilai rata-rata precision, recall, dan f-measure masing-masing 94,87%, 92,73%, dan 93,73%.The incident detection system from Twitter data aims to obtain real-time information as an alternative low-cost incident detection system. One of the main modules in the incident detection system is the classification module. Information is classified as important incident if it has an entity that represents where the incident occurred. Some previous studies still use handmade features as well as feature-based pipeline models such as n-grams as the key features for classification which are deemed as ineffective. Therefore, this research propose a combination of Neuro Named Entity Recognition (NeuroNER) and Recurrent Convolutional Neural Network (RCNN) as an effective classification method for incident detection. First, the system perform named entity recognition to identify the location contained in the tweet text because the event information should have at least one location entity. Then, if the location is successfully identified, the incident will be classified using RCNN. Experimental result shows that the incident detection system using combination of NeuroNER and RCNN works very well with the average value of precision, recall, and f-measure 92.44%, 94.76%, and 93.53% respectively."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Segmentasi pembuluh darah pada citra retina dengan menggunakan Multi-Scale Line Detector (MSLD) dan Adaptive Morphology ,"Pembuluh darah pada retina merupakan bagian retina yang berfungsi memberikan suplai darah dan oksigen ke dalam retina. Sehingga apabila pembuluh darah tidak tersuplai oksigen, maka dapat ditarik kesimpulan bahwa pembuluh darah retina tersebut bermasalah, banyaknya noise pada daerah pembuluh darah menyebabkan proses dalam segmentasi. Karena permasalahan yang timbul, maka dalam penelitian ini diusulkan metode segmentasi pembuluh darah dengan menggabungkan dua metode, yaitu metode Multi-Scale Line Detector (MSLD) dan Adaptive Morphology. Dari keseluruhan metode memiliki fungsi yang berbeda-beda, MSLD berfungsi dalam proses pemisahan garis yang dibentuk oleh pembuluh darah yang dalam hal ini melalui proses perubahan citra orisinal ke citra green channel, namun dalam proses sebenarnya metode MSLD kurang dalam proses segmentasi, karena timbulnya masalah disaat terjadi garis yang menyilang antara optic disc dan pembuluh darah, sehingga pada saat segmentasi garis yang menyilang tersebut tidak akan ikut disegmentasi, sehingga membutuhkan metode penambahan pada proses segmentasinya, untuk itu diperlukan metode Adaptive Morphology, sehingga saat proses segmentasi sebelumnya yang telah dilakukan dengan menggunakan MSLD bisa disempurnakan dengan menggunakan metode Adaptive Morphology. Penggabungan metode sangat efektif karena bisa menghilangkan area optic disc yang membentuk garis menyilang dengan pembuluh darah secara sempurna dengan tanpa menghilangkan area pembuluh darah, sehingga dalam proses segmentasi dapat menghasilkan tingkat akurasi 97,94%.The blood vessels of the retina are part of the retina that serves to supply blood and oxygen to the retina. So if the blood vessels are not supplied oxygen, it can be concluded that the retinal blood vessels are problematic, the amount of noise in the blood vessel causes the process in segments.Karena problems arise, then in this study proposed method of blood vessel segmentation by combining two methods, namely Methods of Multi-Scale Line Detector (MSLD) and adaptive morphology. From the whole method has different functions, MSLD function in the process of separation of lines formed by blood vessels in this case through the process of changing the original image to the green channel image, but in the actual process of MSLD method is less In the process of segmentation, due to the emergence of the problem when there is a crossing line between the optic disc and blood vessels, so that when the segmentation of the crossed line will not participate in segmentation, thus requiring additional method in the process of segmentation, for that required adaptive morphology method, Previous segmentation that has been done by using MSLD can be enhanced by using adaptive morphology method. Combination method is very effective because it can eliminate the optic disc area that forms a line crossed with blood vessels perfectly without removing the blood vessel area, so in the process of segmentation can produce an accuracy of 97.94%."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Peringkasan dokumen berita Bahasa Indonesia menggunakan metode Cross Latent Semantic Analysis ,"Peringkasan dokumen berita Bahasa Indonesia dapat membantu untuk menemukan ide-ide pokok atau informasi penting lain dari sebuah berita. Berita umumnya terdiri atas banyaknya paragraf menjadi sebab diperlukan sebuah sistem untuk mengekstrak informasi, sehingga mampu memberikan ide pokok atau informasi penting yang tepat kepada pembaca, tanpa harus membaca secara detail keseluruhan isi berita tersebut, di samping itu dapat dimanfaatkan guna keperluaanReally Simple Syndication Feed(RSS-Feed). Penelitian ini memaparkan peringkasan dokumen berita berbahasa Indonesia menggunakan metodeCross Latent Semantic Analysis(CLSA) danLatent Semantic Analysis(LSA). Untuk menguji seberapa baik hasil ringkasan yang dilakukan CLSA penelitian ini menggunakan 240 artikel berita yang diambil dari halaman portal www.kompas.com dan dua pakar yang berlatar belakang bidang yang berbeda. Hasil ringkasan CLSA dengancompression rate30% memperoleh nilaiF-Measure0.72%. Penelitian ini juga menemukan fakta bahwa CLSA lebih baik dari metode LSA yang merupakan cikal bakal dari metode CLSA, walaupun skor hasilF-Measurekeduanya tidak berbeda jauh.Summarizing news documents in Bahasa serves to find main ideas or any other important information from a piece of news. A system to extract the information from ones consisting of many paragraphs is then deemed necessary in order to present precise main ideas or important information to the readers without them having to read the entire passage of news documents, in addition to become useful for Really Simple Syndication Feed (RSS-Feed). This article discusses summarizing news documents in Bahasa using Cross Latent Semantic Analysis (CLSA). To test if the summary resulted from CLSA qualified, this study examines 240 news articles retrieved from www.kompas.com and employs two experts from different fields. The summary resulted from CLSA with a compression rate of 30% obtains an F-Measure of 0.72%. This study also evidently indicates that CLSA has better performance from Latent Semantic Analysis (LSA) which was the initial system for CLSA, despite both F-Measure percentages being only slightly different."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Secure random port list generator pada mekanisme autentikasi dengan menggunakan Port Knocking dan Secure Socket Layer ,"Port Knocking merupakan proses autentikasi yang dilakukan dengan mengetuk port tertentu untuk membuka dan menutup koneksi menuju suatu service. Pada umumnya, Port Knocking memiliki prosedur penetapan daftar port yang bersifat tetap. Hal inilah yang mendorong munculnya penelitian terkait penerapan Secure Random Port List Generator (SRPLG), melalui perancangan sebuah sistem yang mampu mengacak daftar port yang digunakan untuk knocking. Di samping itu, sistem ini juga didesain agar mampu mengirimkan informasi daftar port teracak tersebut kepada client melalui jalur aman. SRPLG server ini akan di integrasikan pada mekanisme autentikasi Port Knocking. Penerapan metode ini bertujuan untuk menciptakan sebuah prosedur autentikasi yang dinamis, aman dan efisien dalam mengamankan Secure Shell server (SSH server). Hasil pengujian yang didapatkan menunjukkan bahwa SRPLG server dalam mengacak daftar Port Knocking mampu menghasilkan daftar port yang selalu berubah setiap kali ada request dari client. Kemudian dari hasil sniffing yang dilakukan terhadap data yang ditransmisikan oleh SRPLG server dan client menunjukkan bahwa seluruh informasi yang ditangkap telah dienkripsi oleh Secure Socket Layer (SSL). Hasil pengujian peforma SRPLG server terhadap jumlah client yang melakukan request, rata-rata membutuhkan waktu antara 0,01 detik sampai 0,06 detik dalam setiap variasi pengujian peformansi. Pengujian terakhir menunjukkan bahwa SSH server telah berhasil diamankan dengan konfigurasiPort Knocking dari serangan port scanning attack, di mana seluruh informasi port yang ditampilkan, tidak ditemukan satupun celah yang dapat eksploitasi.Port Knocking is an authentication process done by tapping a particular port to open and close the connection to a service. In general, the knocking port has a fixed procedure to assign ports list. This is what prompted the emergence of research related to the implementation of Secure Random Port List Generator (SRPLG), through the design of a system capable of scrambling the list of ports used for knocking. In addition, the system is also designed to be able to transmit random ports list information to clients via a secure path. This SRPLG server will be integrated into the Port Knocking authentication mechanism. Implementation of this method aims to create a dynamic authentication procedure, secure and efficient in securing the SSH server. The test results show that the secure random port list generator server in scrambling the list of knocking ports is able to generate an ever-changing port list every time a client requests. Then from the sniffing done to the data transmitted by the SRPLG server and the client indicates that all captured information has been encrypted by secure socket layer or SSL. Performance test marks SRPLG server to the number of clients who make requests, average takes between 0.01 seconds to 0.06 seconds in every variation of performance testing. In the last test shows SSH server has been successfully secured with Port Knocking configuration from attack port scanning attack, where all port information is displayed, not found any fault that can exploit."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Otomatisasi klasifikasi kematangan buah mengkudu berdasarkan warna dan tekstur ,"Buah Mengkudu merupakan komoditi ekspor yang sedang berkembang di Indonesia. Proses pengklasifikasian kematangan buah Mengkudu perlu dilakukan agar kualitas buah Mengkudu yang di ekspor dapat terjamin. Proses klasifikasi dengan jumlah yang banyak akan sulit apabila dilakukan secara manual. Oleh karena itu, penelitian ini diperlukan untuk menghasilkan proses otomatisasi klasifikasi kematangan buah Mengkudu. Metode yang diusulkan untuk melakukan otomatisasi klasifikasi adalah proses pengenalan karakteristik buah Mengkudu berdasarkan fitur tekstur dan warna. Fitur tektur dan fitur warna didapatkan melalui proses pengolahan citra digital buah Mengkudu. Penelitian ini membuktikan bahwa pengklasifikasian buah Mengkudu dengan algoritma Support Vector Machines (SVM) menghasilkan nilai persentase lebih tinggi dari pada menggunakan algoritma k-Nearest Neighbors (KNN). Hasil persentase tertinggi yang didapatkan yaitu sebesar 87.22%.Noni fruit is an export commodities that were flourishing in Indonesia. Noni fruit maturity classification process should be done in order the quality of the noni fruit which is exported can be guaranteed. Classification process in large quantities will be difficult if it is done manually. Therefore this research is needed to produce an automation classification process of noni fruit ripeness. The proposed method is characteristic introduction of noni fruit based on texture and color features. Texture and color features are obtained from digital image processing of noni fruit. This research proves that the classification of noni fruit with SVM algorithm produces better accuracy than using KNN algorithm. The highest accuracy is equal to 87.22%."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Aplikasi pembayaran administrasi santri terintegrasi SMS gateway ,"Penelitian ini bertujuan untuk membuat aplikasi pengolahan data administrasi santri yang terintegrasi SMS gateway. Pengolahan data dalam proses pembayaran administrasi santri masih dilakukan secara konvensional. Hal ini menyebabkan beberapa permasalahan, diantaranya adalah terjadi redundansi data yang terdapat pada laporan pembayaran, kesulitan mencari arsip pembayaran yang sudah dilakukan santri. Agar aplikasi dapat dikembangkan dan terukur, maka digunakan metode pengembangan sistem Waterfall. Pengujian dilakukan dengan dua pendekatan alpha testing dan beta testing. Alpha testing merupakan pengujian yang dilakukan di sisi pengembang untuk menguji fungsional sistem menggunakan metode Black box, hasil pengujian alpha testing memperlihatkan bahwa semua fungsional sistem berfungsi dengan baik, dan beta testing dilakukan menggunakan metode kuesioner untuk menguji sistem pada pengguna akhir berkaitan dengan kelayakan aplikasi. Hasil pengujian beta testing didapat prosentasi 95,5% pengguna setuju sistem telah layak di implementasikan.This research aims to build an application to proceed administrative data of santri whis is integrated with SMS gateway service, This study aims to make the application of administrative data processing santri integrated SMS gateway, Data processing in the payment process of the santri administration is still done conventionally. It caused some problems such as redundancy of data contained in the payment report, the difficulty of looking for payment archives that have been done santri, can be developed with measurable, then used Waterfall model system development method with the stages of analysis, design, coding, testing. Testing is done with two approaches of Alpha Testing and Beta Testing. Alpha Testing is a test done on the developer side to test the functional system using Black Box method, Alpha Testing result of all functional system works properly, and Beta Testing is done using questionnaire method to test the system on the end user related to application feasibility, 95.5% of users agree the system is feasible to implement."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Pengenalan karakter angka menggunakan metode Integral Proyeksi ,"Saat ini dengan kemajuan teknologi membuat komputer memiliki kemampuan komputasi yang lebih tinggi untuk meningkatkan kemampuan dalam pengolahan data. Kemajuan teknologi ini juga berimbas pada kemampuan teknologi citra digital yang berhubungan dengan pengenalan karakter angka yang merupakan bagian dari pengenalan pola. Pengenalan karakter penting untuk pengolahan informasi yang memungkinkan proses identifikasi secara cepat dan otomatis. Pada penelitian ini dilakukan proses pengenalan karakter angka menggunakan metode Integral Proyeksi. Alasan menggunakan metode integral proyeksi karena mempunyai kelebihan pemrosesan yang sederhana dan cepat dalam mengidentifikasi suatu citra digital. Integral Proyeksi yang digunakan yaitu Integral Proyeksi vertikal dan Integral Proyeksi horisontal. Hasil penelitian menunjukkan pengenalan karakter angka mampu mengenali karakter dengan benar jika hasil praproses menghasilkan gambar yang baik. Pengenalan karakter angka akan kurang sempurna jika gambar yang diproses tidak baik, hal ini dikarenakan metode Integral Proyeksi bekerja dengan menghitung jumlah piksel tiap gambar untuk mengenai nilai gambar tersebut. Pengujian pengenalan karakater angka yang dilakukan terdapat 20 gambar uji menghasilkan nilai akurasi sebesar 65%.Nowadays with the advancement of technology makes computers have higher computing capabilities to improve the capability of data processing. Advances in technology have also affected the ability of digital image technology related to the introduction of alphanumeric characters that are part of pattern recognition. Character recognition is important for information processing that allows rapid identification process automatically. In this research, numeric character recognition process using integral projection method. Reasons for using integral projection method for processing has the advantage of a simple and quick in identifying a digital image. The integral projection used is vertical projection and horizontal projection. The results showed numeric character recognition could recognize the characters correctly if the results of preprocessing produce good images. The introduction of the characters will be less than perfect if the images are processed is not good, this is because the integral projection method works by counting the number of pixels for each image to the value of the image. Testing the result of recognition from 20 image which is on dataset has been built to get accuracy value about 65%."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Implementasi metode Simple Multi Attribute Rating Technique untuk penentuan prioritas rehabilitasi dan rekonstruksi pascabencana alam ,"Penanganan bencana alam di Indonesia menjadi hal yang sangat penting untuk segera dilakukan dalam menentukan prioritas rehabilitasi dan rekonstruksi wilayah pascabencana alam. Penentuan prioritas rehabilitasi dan rekonstruksi pascabencana alam dilakukan dengan pendekatan metodologi Sistem Pendukung Keputusan (SPK) untuk membantu menyelesaikan permasalahan dalam proses pengambilan keputusan. Metode Simple Multi Attribute Rating Technique (SMART) akan diterapkan untuk menentukan prioritas wilayah pada rencana aksi rehabilitasi dan rekonstruksi pascabencana alam karena kesederhanaannya pada proses perhitungan dalam pemilihan alternatif yang telah dirumuskan. Tujuan penelitian ini adalah menghasilkan SPK dengan mengimplementasikan metode SMART untuk menentukan prioritas rehabilitasi dan rekonstruksi wilayah pascabencana, sehingga proses penanggulangan bencana akan tepat sasaran dan sesuai dengan peraturan penanggulangan bencana alam. Proses validasi pada penelitian ini adalah dengan membandingkan hasil metode dengan data fakta atau data kejadian (data histori). Koefisien Korelasi Rank Spearman yang diperoleh yaitu 0,95. Hal ini menunjukan bahwa, metode SMART bisa digunakan untuk menentukan prioritas rehabilitasi dan rekonstruksi pascabencana alam.The handling of natural disasters in Indonesia becomes a very important thing to be done in determining the priority of rehabilitation and reconstruction of post-disaster natural areas. The prioritization of post-disaster natural rehabilitation and reconstruction is done by methodology of Decision Support System (DSS) to help solve problems in decision making process. The Simple Multi Attribute Rating Technique (SMART) method will be applied to determine the priority of the region in the post-disaster natural rehabilitation and reconstruction action plan because of its simplicity in the calculation process in the alternative selection that has been formulated. The purpose of this research is to produce SPK by implementing SMART method to determine priority of rehabilitation and reconstruction of post disaster area, so that disaster management process will be appropriate target and in accordance with natural disaster management regulation. The validation process in this research is by comparing the method result with fact data or event data (historical data). Spearman Rank Correlation Coefficient obtained is 0.95. This indicates that the SMART method can be used to determine priorities for post-disaster rehabilitation and reconstruction."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Penanganan imbalance class data laboratorium kesehatan dengan Majority Weighted Minority Oversampling Technique ,"Diagnosis suatu penyakit akan menjadi tepat jika didukung dengan berbagai proses mulai pengecekan awal (amannesa) sampai pengecekan laboratorium. Hasil dari proses laboratorium mempunyai informasi berbagai penyakit, akan tetapi beberapa jenis penyakit memiliki prevalensi rendah. Penyakit bervalensi rendah memiliki pengaruh dalam penanganan pasien lebih lanjut. Dengan rasio yang tidak seimbang data laboratorium akan menyebabkan nilai akurasi menjadi rendah dalam pengklasifikasian dan penanganan penyakit. Majority Weighted Minority Oversampling Technique (MWMOTE) adalah saalah satu cara untuk menyelesaikan imbalanced. Penelitian ini bertujuan menangani permasalahan ketidakseimbangan data laboratorium kesehatan sehingga diperoleh hasil pengklasifikasian penyakit dengan tingkat akurasi lebih tinggi. Hasil pada penelitian ini menunjukkan bahwa MWMOTE dapat meningkatkan akurasi untuk permasalahan ketidakseimbangan data sebesar 3,13%.Diagnosis of a disease will be appropriate if supported by various processes ranging from initial checks (amannesa) to laboratory checks. Results from the laboratory process have information on various diseases, but some types of diseases have a low prevalence. Low-valvature disease has an effect in the treatment of the patient further. With an unbalanced ratio the laboratory data will cause the accuracy value to be low in the classification and handling of the disease. Majority Weighted Minority Oversampling Technique (MWMOTE) is one way to complete imbalanced. This study aims to address the problem of imbalance of health laboratory data to obtain the results of the classification of disease with a higher degree of accuracy. The results of this study indicate that MWMOTE can improve accuracy for data imbalance problems by 3.13%."
S0,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Analisis Jaringan Syaraf Tiruan untuk prediksi volume ekspor dan impor migas di Indonesia ,"Analisis pada penelitian penting dilakukan untuk tujuan mengetahui ketepatan dan keakuratan dari penelitian itu sendiri. Begitu juga dalam prediksi volume ekspor dan impor migas di Indonesia. Dilakukannya penelitian ini untuk mengetahui seberapa besar perkembangan ekspor dan impor Indonesia di bidang migas di masa yang akan datang. Penelitian ini menggunakan Jaringan Syaraf Tiruan (JST) atau Artificial Neural Network (ANN) dengan algoritma Backpropagation. Data penelitian ini bersumber dari dokumen kepabeanan Ditjen Bea dan Cukai yaitu Pemberitahuan Ekspor Barang (PEB) dan Pemberitahuan Impor Barang (PIB). Berdasarkan data ini, variabel yang digunakan ada 7, antara lain: Tahun, ekspor minyak mentah, impor minyak mentah, ekspor hasil minyak, impor hasil minyak, ekspor gas dan impor gas. Ada 5 model arsitektur yang digunakan pada penelitian ini, 12-5-1, 12-7-1, 12-8-1, 12-10-1 dan 12-14-1. Dari ke 5 model yang digunakan, yang terbaik adalah 12-5-1 dengan menghasilkan tingkat akurasi 83%, MSE 0,0281641257 dengan tingkat error yang digunakan 0,001-0,05. Sehingga model ini bagus untuk memprediksi volume ekspor dan impor migas di Indonesia, karena akurasianya antara 80% hingga 90%.Analysis of the research is Imporant used to know precision and accuracy of the research itself. It is also in the prediction of Volume Exports and Impors of Oil and Gas in Indonesia. This research is conducted to find out how much the development of Indonesias exports and Impors in the field of oil and gas in the future. This research used Artificial Neural Network with Backpropagation algorithm. The data of this research have as a source from custom documents of the Directorate General of Customs and Excise (Declaration Form/PEB and Impor Export Declaration/PIB). Based on this data, there are 7 variables used, among others: Year, Crude oil exports, Crude oil Impors, Exports of oil products, Impored oil products, Gas exports and Gas Impors. There are 5 architectural models used in this study, 12-5-1, 12-7-1, 12-8-1, 12-10-1 and 12-14-1. Of the 5 models has used, the best models is 12-5-1 with an accuracy 83%, MSE 0.0281641257 with error rate 0.001-0.05. So this model is good to predict the Volume of Exports and Impors of Oil and Gas in Indonesia, because its accuracy between 80% to 90%."
