SINTA_INDEX,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Journal of Mathematical and Fundamental Sciences,Analisa Gempa dalam C050296F untuk Penyelidikan Kecepatan Gelombang S di Bawah Plato Ontong-Jawa ,"Seismogram gempa bumi dalam C050296F telah dianalisa pada berbagai stasiun di sekitarnya, yaitu HNR, MSVF, CTAO dan SNZO untuk menyelidiki struktur kecepatan gelombang S di bawah Plato Ontong-Jawa (POJ) di Equator Pasifik Barat. Seismogram sintetik dihitung dengan metoda GEMINI, yang input awalnya adalah model bumi PREMAN, solusi CMT gempa dan koordinat stasiun observasi. Fase-fase gelombang S, Love dan Rayleigh, dan gelombang dalam ScS, ScS2 dan fase-fase dalam yang dipantulkan oleh permukaan bumi digunakan dalam penelitian ini. Perbandingan seismogram antara seismogram terukur dan sintetiknya menunjukkan diskrepansi yang berbeda-beda untuk beragam arah azimuth dari hiposenter. Di daerah POJ ke tenggara anomali bernilai negatif, sama dengan hasil riset seismologi sebelumnya di daerah yang sama. Ke arah stasiun MSVF daerah POJ memiliki anomali positif, berbeda dengan hasil riset seismologi sebelumnya. Anomali terjadi tidak hanya di mantel atas, tetapi juga pada lapisan-lapisan di bawahnya hingga CMB."
S0,Journal of Mathematical and Fundamental Sciences,Pengukuran Parameter Seismik dan Difraksi Sinar-X (XRD) pada Batuan Karbonat Formasi Parigi ,"Substitusi fluida merupakan bagian dari studi seismik untuk memodelkan dan menghitung berbagai macam skenario substitusi fluida yang memberi petunjuk pada pengamatan respon AVO (Amplitude Variation with Offset) dan data seismik post stack. Substitusi fluida melibatkan persamaan Gassmann yang akan mengestimasi efek fluida terhadap parameter modulus bulk. Prediksi parameter modulus bulk ini dapat dipakai untuk mencari keberadaan hidrokarbon.Eksperimen dilakukan terhadap beberapa sampel core batuan karbonat formasi Parigi di daerah Cirebon. Batuan karbonat yang diprediksi berkategori reef dengan kandungan mineral Calcite yang dominan. Kemudian diukur di dalam laboratorium seismik batuan tekanan tinggi dengan variasi tekanan berupa overburden dan pore pressure. Pengamatan dilakukan saat fluida berupa air disubstitusikan ke dalam batuan serta mengamati efek fluida yang terjadi ketika variasi tekanan diberikan. Pengaruh dari kehadiran fluida ini akan digunakan untuk menjelaskan efek substitusi fluida pada batuan karbonat.Kenaikan atau bertambahnya kecepatan gelombang-P ini berbanding lurus dengan modulus bulk dari fluida pengisi pori, sedangkan kecepatan gelombang-S cenderung menurun dengan kehadiran fluida. Hal ini menyatakan bahwa asumsi Gassmann tidak berlaku untuk batuan karbonat."
S0,Journal of Mathematical and Fundamental Sciences,Studi Penurunan Kandungan Besi Organik dalam Air Tanah dengan Oksidasi H2O2-UV ,"Fe(II) terlarut dapat bergabung dengan zat organik dan membentuk senyawa kompleks yang sulit untuk dihilangkan dengan aerasi biasa. Salah satu teknologi alternatif untuk menghilangkan besi tersebut adalah dengan Advanced Oxidation Processes (AOPs) yang dapat menghasilkan radikal hidroksil (OH). OH radikal yang terbentuk mempunyai potensial oksidasi yang tinggi sehingga diharapkan mampu mengoksidasi senyawa besi kompleks zat organik. Penelitian ini bertujuan untuk mengetahui efisiensi penurunan besi menggunakan H2O2-UV, kinetika reaksi yang terjadi, dan melihat pengaruh masing-masing faktor serta interaksi setiap faktor terhadap reaksi oksidasi besi melalui uji statistik. Penelitian ini dilakukan secara batch dengan variasi konsentrasi besi total awal: 3, 5, dan 10 mg/l; Fe:H2O2 = 1:5, 1:8, dan 1:10 (mol/mol); dengan perlakuan menggunakan UV 3x10 watt dan tanpa UV. Hasil penelitian menunjukkan bahwa kombinasi H2O2-UV 3x10 watt memberikan efisiensi penurunan besi yang paling baik pada dosis Fe:H2O2 = 1:5, yaitu 99% dan H2O2 menghasilkan efisiensi paling baik pada dosis Fe:H2O2 = 1: 8, yaitu 84%. Semakin besar konsentrasi besi total awal semakin kecil persen penurunan besi. Tetapi tidak selamanya penambahan dosis H2O2 akan meningkatkan efisiensi. Sedangkan sinar UV memberikan pengaruh yang lebih besar terhadap oksidasi besi apabila dikombinasikan dengan H2O2. Reaksi oksidasi besi ini menghasilkan orde pertama-semu untuk penurunan besi kompleks zat organik dan konstanta laju reaksi semakin besar apabila oksidasi menggunakan H2O2-UV 3 x10 watt. Proses oksidasi dengan H2O2-UV 3x10 watt ini akan menghasilkan persen penurunan Fe-R sebesar 67% setelah diujikan pada air sumur di daerah Bandung."
S0,Journal of Mathematical and Fundamental Sciences,"Magnetic States of the Co-ions in Ca and Y Doped (Bi,Pb)2Sr2Co2O8 Thermoelectric Materials ","The magnetic states of Cobalt ions in magnetic thermoelectric materials of Bi1.5Pb0.5Ca2-zYzCo2O8 (z = 0, 0.1, 0.2, and 0.3) have been studied from the structural (X-ray diffraction) and magnetic susceptibility data. The misfit structure was revealed from refinement of the XRD data, with reduction of the lattice parameters while increasing the Y doping content. Compared with the (Bi,Pb)2Sr2Co2O8 parent compound system, the lattice parameter c was reduced significantly, while the misfit degree remained almost the same. The analysis of the magnetic data shows that the Cobalt ions are coupled antiferromagnetically within the CoO2 layers, with the existence of mixed valence states between Co3+ and Co4+ ions. Besides that, the effective magnetic moments of Cobalt ions are almost constant along the Y doping content. Assuming the orbital quenching as commonly found in most transition metal ions, the data are best fitted by taking the low-spin state of Co3+ ions and intermediate spin state of Co4+ ions. We argue qualitatively, that the spin-state transition across the gap are induced by the shrinkage of the charge transfer energy gaps between O 2p and Co g e levels due to reduction of the ionic spaces between Co and O ions."
S0,Journal of Mathematical and Fundamental Sciences,Mafic and Ultramafic Rock Association in the East Arc of Sulawesi ,"Busur Timur Sulawesi, yang terdiri dari Sulawesi Timur dan Tenggara, sebagian besar ditempati oleh suatu komplek luas terdiri dari kelompok batuan ultramafic yang diperkirakan berumur Mososoik hingga Tersier Bawah. Batuan-batuan tersebut dijumpai bersama dengan instrusi-intrusi batuan beku yang bersusunan gabro. Komplek batuan ultramafik ini merupakan suatu lajur yang terputus-putus, dan dapat diikuti dari bagian paling timur dari Sulawesi Timur ke arah barat dan membelok mengikuti arah struktur Sulawesi Tenggara. Komplek ini terdiri dari berbagai batuan ultramafic terutama harsburgit dan lersolit, serta dunit & piroksenit. Sebagian besar daerah yang diselidiki terdiri dari batuan-batuan ultramafic yang mengalami berbagai derajat serpentinisasi. Di beberapa bagian komplek ini, batuan-batuan ultramafic menunjukkan adanya korok-korok dan intrusi-intrusi kecil yang bersusunan gabro serta diorit. Asosiasi batuan tersebut dicirikan pula oleh bentuk dan penyebaran yang tidak teratur. Maksud dari pada tulisan ini adalah untuk mengemukakan data baru mengenai petrologi dan tektonik dari asosiasi batuan-batuan basa dan ultramafic ditinjau dari perkembangan teori dewasa ini. Penyelidikan yang bersifat pendahuluan ini didasarkan pada hasil analisa petrografi batuan, hubungan batuan-batuan satu sama lainnya di lapangan, serta pemetaan yang dilakukan selama berlangsungnya kegiatan explorasi geologi oleh P.T. International Nickel Indonesia.The East Arc (East and South-East Arms) of Sulawesi is largely occupied by a huge complex of ultramafic rocks of presumably late Mesozoic to early Tertiary age. The ultramafic rocks of Sulawesi are closely associated with small masses of gabbroic rocks. The ultramafic complex takes the form of discontinuous belts which can be traced from the eastern-most part of the Eastern Arm west-ward curving to the South-East following the Structural trend of the South-East Arm. The complex is made up chiefly of harzburgite, lherzolite, with some dunite and pyroxenite. Over most parts of the investigated area, these rocks have been serpentinized to variable degrees. Dikes and small intrusive bodies of gabbroic and dioritic composition have been encountered in many places within this belt. This rock assemblage is characterized by irregularity in form and distribution. The purpose of this paper is to bring up-to-date what is known on the petrology and tectonic setting of the mafic and ultramafic rocks in the light of new available data and current theories, the present preliminary study is mainly based upon petrographic data, and field relations obtained from recent geological exploration activities and mapping by P.T. International Niekel Indonesia."
S0,Journal of Mathematical and Fundamental Sciences,Generator Pulsa Arus ,"Ichtisar. Dalam penjelidikan mengenai karakteristik suatu arrester, selain mengetahui karakteristik tembus terhadap tegangan pulsa djuga perlu diselidiki sifat2 tahanan non linearnja (lazim dipergunakan Si C) terhadap pulsa arus menentukan tegangan tinggalnja (Rest spanning). Untuk kepentingan ini dipergunakan pulsa arus 5 x 10  sec ataupun 10 x 20  sec. Disini akan dibahas mengenai parameter2 rangkaian dan faktor2 jang penting diperhatikan dalam perentjanaan suatu generator pulsa arus.Abstract. In order to obtain the performance characteristic of an arrester, besides knowing the breakdown voltage of its gaps it is also necessary to know the behaviour of the non linear value element (usually Si C) with respect to current surges to get a picture of its rest voltage. For this purpose5 x 10  sec or 10 x 20  sec current surges are used. The circuit parameters, and some important factors concerning the design of a current surges generator are discussed here."
S0,Journal of Mathematical and Fundamental Sciences,Faint H-Emission Objects in Nebulosities Surrounding the Star m Cen. ,Tudjuh puluh delapan buah bintangH-emisi jang baru dan dua buah kabut-planit telah diketemukan pada suatu survey dalam daerah kabut gelap dan bertjahaja pada lingkungan bintang m Cen. Pusat daerah ini terletak pada=13h04m; =-6330(1875).Posisi kira-kira magnitudo V dan warna V-R telah ditentukan. Peta-peta jang menundjukkan letak benda-benda itu dilampirkan.Di antara bintang-bintang emisi ternjata ada 12 buah jang mungkin merupakan bintang berubah. Hal ini menjokong kesimpulan bahwa sebagian daripada bintang emisi jang lemah tjahajanya mungkin membentuk asosiasi-asosiasi T jang mempunjai hubungan dengan kabut-kabuttersebut di atas dan mungkin djuga mempunyai hubungan dengan asosiasi OB jang dinamakan I-Cru.
S0,Journal of Mathematical and Fundamental Sciences,Tropical Storm Effect with Respect to Weather Over the Indonesian Region ,"Sari. Badai tropis muncul di laut dengan temperatur permukaan lebih besar dari 26C dan dikaitkan dengan thermal ridge. Tulisan ini membahasa dua badai tropis di belahan bumi selatan, yaitu badai tropis ERROL yang muncul pada 13 Januari 1982 kemudian menghilang pada 20 Januari 1982, dan badai tropis BRUNO yang muncul pada 15 Januari 1982 dan berkurang intensitasnya, kemudian menghilang pada 20 Januari 1982. Data klimatologis menunjukkan bahwa beberapa stasiun hujan di Indonesia bagian selatan ekuator yang terletak dekat dengan lintasan badai tropis mengalami kenaikan curah hujan antara 123% dan 355% dari harga curah normalnya. Di beberapa stasiun, kecepatan angin juga meningkat melebihi 20 knot selama periode badai tropis.Abstract. Tropical storms emerge in the oceans with surface temperature greater than 260C and the emergence of tropical storm is related to thermal ridge. This paper presents two tropical storms in the southern hemisphere i. e.: tropical storm ERROL emerged on January 13, 1982, then dissipated on January 20, 1982, and tropical storm BRUNO emerged on January 15, 1982 and it decreased in intensity, then dissipated on January 20, 1982. Climatological data have shown that some rainfall stations in Indonesia, south of the equator, which are located near the tropical storm track, showed an increase in rainfall ranging from 123% to 355% of its normal rainfall values. In some stations, wind speeds also increase beyond 20 knots during the tropical storm periods."
S0,Journal of Mathematical and Fundamental Sciences,Ilmu Kimia Tumbuhan Lauraceae Indonesia: X. Alkaloid Benzilisokuinolin Dari Litsea cassiaefolia ,"Penyelidikan kimia telah dilakukan untuk pertama kalinya terhadap tumbuhan Litsea cassiaefolia. Pada penyelidikan ini, melalui kombinasi kromatografi partisi dan cara pemisahan yang lazim, tiga alkaloid telah ditemukan, yakni disentrin (I), dehidrodisentrin (II), dan disentrinon (III), masing-masing termasuk alkaloid benzilisokuinolin jenis aporfin, dehidroaporfin, dan oksoaporfin. Karakterisasi ketiga alkaloid tersebut dilakukan berdasarkan data spektroskopi UV, 1H-NMR, 13C-NMR, dan massa. Di antara ketiga senyawa tersebut, disentrin (I) merupakan alkaloid utama yang ditemukan dengan kadar yang cukup tinggi; oleh karena itu, sifat biologi senyawa ini diselidiki lebih lanjut. Ditemukannya ketiga alkaloid dalam tumbuhan ini sangat berguna sebagai dasar kajian kemotaksonomi.The first chemical study on Litsea cassiaefolia had been carried out in our laboratory. In this investigation, by combination of partition chromatography and common separation methods, three alkaloids had been isolated, namely dicentrine (I), dehydrodicentrine (II), and dicentrinone (III), which belong to benzylisoquinoline alkaloids of the types aporphine, dehydroaporphine, and oxoaporphine, respectively. The characterization of the alkaloids had been based upon the UV, 1H-NMR, 13C-NMR and mass spectroscopic evidence. Among these compounds, dicentrine (I) is the major alkaloid which may be isolated in relatively higher yield, thus, the biological property of this compound is being further investigated. Finding the alkaloids in this plant is beneficial as a basis for chemotaxonomy."
S0,Journal of Mathematical and Fundamental Sciences,The Photoelectric Instrument at the Bosscha Observatory ,"Ichtisar. Sebuah uraian tentang pesawat ptotoelectris photometer di Observatorium Bosscha Lembang, dengan mempergunakan sebuh photomultiplier type 1P21 jang didinginkan dengan es kering atau sebuah multiplier type EMI pada pendinginan telah disadjikan dibawah ini. Photometer tersebut jang diperlengkapi dengan filter2 U, B, V dan R, dipasangkan pada teropong lensa 37 cm Bamberg-Schmidt dan baru dapat dipergunakan untuk menentukan ekstingsi atmosfir untuk Observatorium Bosscha di Lembang pada penghabisan musim terang dalam tahun 1962.Abstract. A description of the photoelectric photometer at the Bosscha Observatory Lembang, operated with a photomultiplier of type IP21 refrigerated with dry iceor using an EMI-type of multiplier (non-refrigerated) is presented below. The photometer, provided with U, B, V, and R filters and attached to the 37 cm Bamberg-Schmidt refractor, has been used for determining the atmospheric extinction of the Observatory during the last part of the dr season in 1962."
S0,Journal of Mathematical and Fundamental Sciences,"Spacing of Beach Cusps Near Pandjang Harbour, Lampung ","Tepilaut disebelah timur pelabuhan Pandjang, Lampung, Sumatera terdiri dari pasir sepandjang 100 meter dan jang miring lemah kearah laut. Disana terdapat sedjumlah beach cusps dengan apex jang berukuran 1,5 m serta jang masing-masing terletak pada djarak 2,5 m. Beach cusps tersebut terdapat dimuka pohon-pohon njiur, sehingga penulis mendapat kesan bahwa disana beach cusps terutama terbentuk sebagi bajangan kerikil atau pebble-shadows dimuka pohon-pohon akibat arus jang kembali kelaut; mungkin terpengaruh pula oleh kekuatan ombak dan kemiringan lereng tepilaut."
S0,Journal of Mathematical and Fundamental Sciences,"Topographic Lineaments in Nusa Barung, East Java ","Pengukuran kelurusan-kelurusan (lineaments) topografi pada karst batu gamping di Nusa Barung menghasilkan tiga buah maksimum, jaitu jang terarah ke N 5-10 E, N 35 -40 E, dan N 335 -340 E. Kelurusan-kelurusan topografi itu dipengaruhi oleh rekah-rekah/sesar-sesar. Penjebaran dari maksimum-maksimum mengesankan bahwa rekah-rekah disebabkan oleh tekanan jang terarah N 10E- S 10 W. Rekah-rekah jang sama arahnja dengan tekanan adalah rekah-rekah tarikan (extension fractures); jang membuat sudut 25 dengan arah tekanan adalah shear fractures. Tekanan itu tidak menghasilkan perlipatan tetapi memiringkan seluruh Nusa Barung ke selatan sebesar 2.Hal itu sesuai dengan posisi pulau tersebut pada sajap selatan Geantiklin Djawa."
S0,Journal of Mathematical and Fundamental Sciences,Effect of Basazinon 45/30 EC on the Postnatal Development of the Albino Mouse (Mus Musculus) Swiss Strain ,"Sari. Basazinon 45/30 EC dengan dosis 22 mg/kg b.b. telah diberikan secara oral (gavage) setiap hari kepada mencit hamil pada umur kehamilan 5 hari sampai dengan hari ke 21 pascalahir (saat disapih). Pengamatan di lakukan terhadap berbagai ciri perkembangan fisik dan seksual, serta kemampuan reproduksi mencit generasi F1. Berat badan rata-rata anak mencit selama menyusu dan minggu pertama sesudah disapih ternyata kurang (p< 0,05 dan p<0,01) dari pada anak mencit kelompok kontrol, sedangkan berat badan rata-rata pada saat dilahirkan tidak ada perbedaan. Kemampuan refleks untuk membalikkan tubuh dan telentang menjadi tertelungkup, desendensi testis untuk pertama kali dan terjadinya estrus yang pertama pada kelompok perlakuan didapat pada umur yang lebih lanjut (p < 0,5 dan p < 0,01). Tidak terjadi kelainan yang nyata dalam hal kemampuan reproduksi dan ciri-ciri perkembangan lainnya pada kelompok perlakuan.Abstract. Basazinon 45/30 EC of 22 mg/kg b.w. were administered daily by gavage to pregnant mice on day 15 of gestation to the day of weaning (21 days old). Several physical and sexual developmental criteria and the reproductive ability of the F1 generation were observed. The mean body weight of the young during the period of lactation and the first week after weaning were significantly lighter (p < 0.05 and p < 0.01) than that of the controls, while the mean birth weight were not different. The reflex ability in turning the body from supine to prone position, the first testicle descent and the first estrous, occured significantly later in experimental young (p < 0.05 and p < 0.01). No significant deviation in the reproductive ability and other developmental criteria were found."
